"workerId","task_score","gender","gender_other","task_comp_check1","task_comp_check2","task_comp_check3","task_comp_check_acc","practice_problems_binary","perc_practice_all","perc_practice_men","perc_practice_women","conf_rank","better_gender_guess","perc_task_gender_pract","perc_gender_comp_F","perc_gender_comp_M","risk","perc_gen_gender_pract","age","education","condition","extra_practice_rounds_count","practice_nonempty","fraud","Q_RecaptchaScore","Q_RelevantIDDuplicate","Q_RelevantIDDuplicateScore","Q_RelevantIDFraudScore","total_pract_time","Finished","perceived_pract_dev","perceived_pract_dev_F","perceived_pract_dev_M"
"A1HFY6TQD2GBZA",7,"Woman",NA,"48",NA,NA,0,"No",40,40,40,10,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose each payment scheme equally","3","There is no difference in how much men and women prepare",29,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,40,40,40
"AJL4LE8JXFQPK",5,"Man",NA,"48",NA,NA,0,"No",100,100,100,0,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","10","Women prepare more than men",21,"High school graduate (diploma)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A1ZPIPHM272LO8",10,"Woman",NA,"48",NA,NA,0,"Yes",30,40,20,30,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",30,"Some college (1-4 years, no degree)","piecerate",0,7,0,0.899999976158142,NA,0,0,52.86,TRUE,-29.8417645648526,-39.8417645648526,-19.8417645648526
"A1BKFYRSWMWZ1Y",9,"Woman",NA,"48",NA,NA,0,"Yes",40,40,40,0,"Men correctly solved more multiplication problems than women","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","2","There is no difference in how much men and women prepare",51,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,43.545,TRUE,-21.4960441141213,-21.4960441141213,-21.4960441141213
"A1S45LXUUWTU5",15,"Woman",NA,"48",NA,NA,0,"Yes",50,60,40,80,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","2","Women prepare more than men",47,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,22.745,TRUE,-11.4960441141213,-21.4960441141213,-1.49604411412132
"A25F4VG7W3BTWV",9,"Woman",NA,"48",NA,NA,0,"Yes",30,50,40,20,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","6","Women prepare more than men",45,"High school graduate (diploma)","piecerate",0,10,0,1,NA,0,0,68.088,TRUE,-31.4960441141213,-21.4960441141213,-11.4960441141213
"AJ6OZRP814L5L",16,"Woman",NA,"48",NA,NA,0,"No",20,10,40,20,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","0","Women prepare more than men",46,"Associate's degree (including occupational or academic degrees)","piecerate",0,0,1,0.899999976158142,NA,0,30,0,TRUE,20,40,10
"A1WKWC9C5XIPKV",17,"Man",NA,"48",NA,NA,0,"No",30,50,0,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose piece rate more often than tournament","6","There is no difference in how much men and women prepare",27,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,0,0,TRUE,30,0,50
"A2TTPULEGF8963",13,"Woman",NA,"48",NA,NA,0,"Yes",80,90,70,50,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","6","Women prepare more than men",56,"Master's degree (MA, MS, MENG, MSW, etc)","piecerate",0,10,0,0.800000011920929,NA,NA,NA,41.191,TRUE,18.5039558858787,8.50395588587868,28.5039558858787
"A1X44PCQAEIQ78",8,"Man",NA,"48",NA,NA,0,"No",100,100,100,0,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",37,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,25,0,TRUE,100,100,100
"A2SWHTHZD88X5H",16,"Woman",NA,"48",NA,NA,0,"Yes",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","1","There is no difference in how much men and women prepare",45,"Some college (1-4 years, no degree)","tournament",0,10,0,1,NA,0,0,28.992,TRUE,-11.4960441141213,-61.4960441141213,-11.4960441141213
"A1SEGJ030C2VML",7,"Woman",NA,"48",NA,NA,0,"No",50,50,0,40,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","8","There is no difference in how much men and women prepare",35,"High school graduate (diploma)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,50,0,50
"A2L81UR8VR77PT",14,"Woman",NA,"48",NA,NA,0,"No",100,100,100,70,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose each payment scheme equally","Men would choose tournament more often than piece rate","2","Women prepare more than men",27,"Bachelor's degree (BA, BS, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A37XBH865833FE",10,"Man",NA,"48",NA,NA,0,"No",0,0,70,60,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","4","There is no difference in how much men and women prepare",27,"High school graduate (diploma)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,0,70,0
"A3NRIEMOJVVX4A",10,"Man",NA,"48",NA,NA,0,"No",70,70,60,60,"There was no difference in how many multiplication problems men and women correctly solved","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","7","Women prepare more than men",39,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,70,60,70
"AEO7GE0CN0WFU",5,"Woman",NA,"48",NA,NA,0,"Yes",50,80,30,10,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",39,"High school graduate (diploma)","tournament",0,10,0,0.899999976158142,NA,0,0,49.832,TRUE,-11.4960441141213,-31.4960441141213,18.5039558858787
"A2Z2MH6EOHSLMP",8,"Man",NA,"48",NA,NA,0,"No",50,100,100,50,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","2","Women prepare more than men",47,"High school graduate (diploma)","tournament",0,0,0,1,NA,0,0,0,TRUE,50,100,100
"A3TMHPQVI7LPLO",11,"Woman",NA,"48",NA,NA,0,"No",100,100,100,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","3","Women prepare more than men",40,"Master's degree (MA, MS, MENG, MSW, etc)","tournament",0,0,0,0.899999976158142,NA,0,0,0,TRUE,100,100,100
"A31XUQFSE7CCZX",13,"Woman",NA,"48",NA,NA,0,"No",20,20,20,10,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","1","There is no difference in how much men and women prepare",59,"Associate's degree (including occupational or academic degrees)","tournament",0,0,0,1,NA,0,0,0,TRUE,20,20,20
"A3RHFUBEK3JC4V",10,"Man",NA,"48",NA,NA,0,"No",100,100,100,70,"Men correctly solved more multiplication problems than women","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","5","Women prepare more than men",37,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,1,NA,0,5,0,TRUE,100,100,100
"A34V3N0B4C3BMF",10,"Man",NA,"48",NA,NA,0,"No",20,20,20,30,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","6","There is no difference in how much men and women prepare",29,"Some college (1-4 years, no degree)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,20,20,20
"A25SXUK3Z1A8LO",9,"Woman",NA,"48",NA,NA,0,"Yes",50,30,40,20,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","8","Women prepare more than men",61,"Some college (1-4 years, no degree)","piecerate",0,10,0,1,NA,0,0,51.645,TRUE,-11.4960441141213,-21.4960441141213,-31.4960441141213
"A2OZPDMRFZM1BB",9,"Woman",NA,"48",NA,NA,0,"No",10,100,10,10,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose each payment scheme equally","Men would choose each payment scheme equally","3","Women prepare more than men",40,"Bachelor's degree (BA, BS, etc)","piecerate",0,0,0,0.899999976158142,NA,0,0,0,TRUE,10,10,100
"A1W3FO0D77CF5T",18,"Man",NA,"48",NA,NA,0,"Yes",40,40,30,50,"There was no difference in how many multiplication problems men and women correctly solved","There was no difference in how likely men and women were to practice/study","Women would choose tournament more often than piece rate","Men would choose tournament more often than piece rate","1","Women prepare more than men",58,"Bachelor's degree (BA, BS, etc)","tournament",0,10,0,0.899999976158142,NA,0,0,27.317,TRUE,-21.4960441141213,-31.4960441141213,-21.4960441141213
"A9AW4D7V9KXET",5,"Woman",NA,"48",NA,NA,0,"Yes",80,60,70,70,"Women correctly solved more multiplication problems than men","Men were more likely to practice/study than women","Women would choose piece rate more often than tournament","Men would choose tournament more often than piece rate","10","Women prepare more than men",37,"Some college (1-4 years, no degree)","piecerate",1,20,0,1,NA,0,0,113.125,TRUE,-13.2869815391992,-23.2869815391992,-33.2869815391992
"A1IIG0590PRTHZ",8,"Man",NA,"34",2,NA,1,"No",70,70,50,70,"Women correctly solved more multiplication problems than men","Women were more likely to practice/study than men","Women would choose piece rate more often than tournament","Men would choose piece rate more often than tournament","5","Women prepare more than men",33,"Some college (1-4 years, no degree)","piecerate",0,0,0,1,NA,0,0,0,TRUE,70,50,70
